c_site,state,year,age,race,sex,inci,pop
Lung and Bronchus,California,2016.0,45-54 years,Black or African American,female,40,160235.0
Lung and Bronchus,California,2016.0,45-54 years,White,female,290,1559576.0
Lung and Bronchus,California,2016.0,55-64 years,Asian or Pacific Islander,female,202,398277.0
Lung and Bronchus,California,2016.0,55-64 years,Black or African American,female,149,149572.0
Lung and Bronchus,California,2016.0,55-64 years,White,female,1143,1560288.0
Lung and Bronchus,California,2016.0,65-74 years,Asian or Pacific Islander,female,304,265185.0
Lung and Bronchus,California,2016.0,65-74 years,Black or African American,female,178,90866.0
Lung and Bronchus,California,2016.0,65-74 years,White,female,2178,1131585.0
Lung and Bronchus,California,2016.0,75-84 years,Asian or Pacific Islander,female,251,140967.0
Lung and Bronchus,California,2016.0,75-84 years,Black or African American,female,128,47508.0
Lung and Bronchus,California,2016.0,75-84 years,White,female,1953,600407.0
Lung and Bronchus,California,2016.0,85+ years,Asian or Pacific Islander,female,125,67488.0
Lung and Bronchus,California,2016.0,85+ years,Black or African American,female,58,21168.0
Lung and Bronchus,California,2016.0,85+ years,White,female,765,343691.0
Lung and Bronchus,Colorado,2012.0,45-54 years,White,female,76,316614.0
Lung and Bronchus,Colorado,2012.0,55-64 years,White,female,255,294018.0
Lung and Bronchus,Colorado,2012.0,65-74 years,White,female,335,170163.0
Lung and Bronchus,Colorado,2012.0,75-84 years,White,female,309,94410.0
Lung and Bronchus,Colorado,2012.0,85+ years,White,female,137,45035.0
Lung and Bronchus,Colorado,2013.0,45-54 years,White,female,59,309963.0
Lung and Bronchus,Colorado,2013.0,55-64 years,White,female,217,297213.0
Lung and Bronchus,Colorado,2013.0,65-74 years,White,female,376,181635.0
Lung and Bronchus,Colorado,2013.0,75-84 years,White,female,316,95343.0
Lung and Bronchus,Colorado,2013.0,85+ years,White,female,124,46918.0
Lung and Bronchus,Colorado,2014.0,45-54 years,White,female,68,308141.0
Lung and Bronchus,Colorado,2014.0,55-64 years,White,female,231,305729.0
Lung and Bronchus,Colorado,2014.0,65-74 years,White,female,375,193926.0
Lung and Bronchus,Colorado,2014.0,75-84 years,White,female,313,95818.0
Lung and Bronchus,Colorado,2014.0,85+ years,White,female,109,50199.0
Lung and Bronchus,Colorado,2015.0,45-54 years,White,female,69,307495.0
Lung and Bronchus,Colorado,2015.0,55-64 years,White,female,232,312570.0
Lung and Bronchus,Colorado,2015.0,65-74 years,White,female,372,206937.0
Lung and Bronchus,Colorado,2015.0,75-84 years,White,female,294,100853.0
Lung and Bronchus,Colorado,2015.0,85+ years,White,female,113,47013.0
Lung and Bronchus,Colorado,2016.0,45-54 years,White,female,38,304865.0
Lung and Bronchus,Colorado,2016.0,55-64 years,White,female,264,318497.0
Lung and Bronchus,Colorado,2016.0,65-74 years,White,female,353,216569.0
Lung and Bronchus,Colorado,2016.0,75-84 years,White,female,344,102184.0
Lung and Bronchus,Colorado,2016.0,85+ years,White,female,120,49290.0
Lung and Bronchus,Connecticut,2012.0,45-54 years,White,female,79,236384.0
Lung and Bronchus,Connecticut,2012.0,55-64 years,White,female,243,207567.0
Lung and Bronchus,Connecticut,2012.0,65-74 years,Black or African American,female,22,11873.0
Lung and Bronchus,Connecticut,2012.0,65-74 years,White,female,391,131853.0
Lung and Bronchus,Connecticut,2012.0,75-84 years,White,female,369,88017.0
Lung and Bronchus,Connecticut,2012.0,85+ years,White,female,171,54162.0
Lung and Bronchus,Connecticut,2013.0,45-54 years,White,female,91,231775.0
Lung and Bronchus,Connecticut,2013.0,55-64 years,White,female,244,209784.0
Lung and Bronchus,Connecticut,2013.0,65-74 years,White,female,431,136748.0
Lung and Bronchus,Connecticut,2013.0,75-84 years,White,female,376,82685.0
Lung and Bronchus,Connecticut,2013.0,85+ years,White,female,146,58228.0
Lung and Bronchus,Connecticut,2014.0,45-54 years,White,female,68,226339.0
Lung and Bronchus,Connecticut,2014.0,55-64 years,White,female,256,213368.0
Lung and Bronchus,Connecticut,2014.0,65-74 years,White,female,424,140986.0
Lung and Bronchus,Connecticut,2014.0,75-84 years,White,female,353,84389.0
Lung and Bronchus,Connecticut,2014.0,85+ years,White,female,148,54736.0
Lung and Bronchus,Connecticut,2015.0,45-54 years,White,female,63,218481.0
Lung and Bronchus,Connecticut,2015.0,55-64 years,White,female,254,217818.0
Lung and Bronchus,Connecticut,2015.0,65-74 years,Black or African American,female,18,14081.0
Lung and Bronchus,Connecticut,2015.0,65-74 years,White,female,405,145484.0
Lung and Bronchus,Connecticut,2015.0,75-84 years,White,female,351,84159.0
Lung and Bronchus,Connecticut,2015.0,85+ years,White,female,147,54709.0
Lung and Bronchus,Connecticut,2016.0,45-54 years,White,female,82,212585.0
Lung and Bronchus,Connecticut,2016.0,55-64 years,Black or African American,female,22,23554.0
Lung and Bronchus,Connecticut,2016.0,55-64 years,White,female,258,219654.0
Lung and Bronchus,Connecticut,2016.0,65-74 years,White,female,441,150032.0
Lung and Bronchus,Connecticut,2016.0,75-84 years,White,female,352,82309.0
Lung and Bronchus,Connecticut,2016.0,85+ years,White,female,137,56687.0
Lung and Bronchus,Delaware,2012.0,45-54 years,White,female,25,48204.0
Lung and Bronchus,Delaware,2012.0,55-64 years,White,female,63,47847.0
Lung and Bronchus,Delaware,2012.0,65-74 years,White,female,115,35054.0
Lung and Bronchus,Delaware,2012.0,75-84 years,White,female,81,19877.0
Lung and Bronchus,Delaware,2012.0,85+ years,White,female,22,9876.0
Lung and Bronchus,Delaware,2013.0,55-64 years,White,female,83,48122.0
Lung and Bronchus,Delaware,2013.0,65-74 years,White,female,118,37442.0
Lung and Bronchus,Delaware,2013.0,75-84 years,White,female,77,20401.0
Lung and Bronchus,Delaware,2013.0,85+ years,White,female,25,9740.0
Lung and Bronchus,Delaware,2014.0,55-64 years,White,female,71,49867.0
Lung and Bronchus,Delaware,2014.0,65-74 years,White,female,133,38907.0
Lung and Bronchus,Delaware,2014.0,75-84 years,White,female,90,21122.0
Lung and Bronchus,Delaware,2014.0,85+ years,White,female,30,9600.0
Lung and Bronchus,Delaware,2015.0,45-54 years,White,female,16,46097.0
Lung and Bronchus,Delaware,2015.0,55-64 years,White,female,69,50845.0
Lung and Bronchus,Delaware,2015.0,65-74 years,White,female,135,41316.0
Lung and Bronchus,Delaware,2015.0,75-84 years,White,female,83,20531.0
Lung and Bronchus,Delaware,2015.0,85+ years,White,female,28,10797.0
Lung and Bronchus,Delaware,2016.0,55-64 years,White,female,93,52126.0
Lung and Bronchus,Delaware,2016.0,65-74 years,White,female,140,42664.0
Lung and Bronchus,Delaware,2016.0,75-84 years,White,female,85,22198.0
Lung and Bronchus,Delaware,2016.0,85+ years,White,female,29,9902.0
Lung and Bronchus,District of Columbia,2012.0,55-64 years,Black or African American,female,36,22943.0
Lung and Bronchus,District of Columbia,2012.0,65-74 years,Black or African American,female,35,13448.0
Lung and Bronchus,District of Columbia,2012.0,75-84 years,Black or African American,female,16,9733.0
Lung and Bronchus,District of Columbia,2012.0,85+ years,Black or African American,female,16,4402.0
Lung and Bronchus,District of Columbia,2013.0,55-64 years,Black or African American,female,41,22968.0
Lung and Bronchus,District of Columbia,2013.0,65-74 years,Black or African American,female,41,13886.0
Lung and Bronchus,District of Columbia,2013.0,75-84 years,Black or African American,female,16,9466.0
Lung and Bronchus,District of Columbia,2014.0,55-64 years,Black or African American,female,20,23483.0
Lung and Bronchus,District of Columbia,2014.0,65-74 years,Black or African American,female,19,14265.0
Lung and Bronchus,District of Columbia,2014.0,75-84 years,Black or African American,female,18,9380.0
Lung and Bronchus,District of Columbia,2015.0,55-64 years,Black or African American,female,53,23747.0
Lung and Bronchus,District of Columbia,2015.0,65-74 years,Black or African American,female,16,14506.0
Lung and Bronchus,District of Columbia,2015.0,75-84 years,Black or African American,female,17,8424.0
Lung and Bronchus,District of Columbia,2016.0,55-64 years,Black or African American,female,19,23434.0
Lung and Bronchus,District of Columbia,2016.0,65-74 years,Black or African American,female,19,15169.0
Lung and Bronchus,District of Columbia,2016.0,75-84 years,Black or African American,female,16,8891.0
Lung and Bronchus,Florida,2012.0,35-44 years,White,female,73,890678.0
Lung and Bronchus,Florida,2012.0,45-54 years,Black or African American,female,75,217620.0
Lung and Bronchus,Florida,2012.0,45-54 years,White,female,549,1083520.0
Lung and Bronchus,Florida,2012.0,55-64 years,Black or African American,female,154,169851.0
Lung and Bronchus,Florida,2012.0,55-64 years,White,female,1407,1060782.0
Lung and Bronchus,Florida,2012.0,65-74 years,Black or African American,female,159,95467.0
Lung and Bronchus,Florida,2012.0,65-74 years,White,female,2533,878996.0
Lung and Bronchus,Florida,2012.0,75-84 years,Black or African American,female,117,50544.0
Lung and Bronchus,Florida,2012.0,75-84 years,White,female,1995,553068.0
Lung and Bronchus,Florida,2012.0,85+ years,Black or African American,female,35,19743.0
Lung and Bronchus,Florida,2012.0,85+ years,White,female,746,280386.0
Lung and Bronchus,Florida,2013.0,35-44 years,White,female,87,888075.0
Lung and Bronchus,Florida,2013.0,45-54 years,Black or African American,female,64,215547.0
Lung and Bronchus,Florida,2013.0,45-54 years,White,female,468,1073555.0
Lung and Bronchus,Florida,2013.0,55-64 years,Black or African American,female,142,179448.0
Lung and Bronchus,Florida,2013.0,55-64 years,White,female,1371,1073513.0
Lung and Bronchus,Florida,2013.0,65-74 years,Black or African American,female,186,98192.0
Lung and Bronchus,Florida,2013.0,65-74 years,White,female,2518,918580.0
Lung and Bronchus,Florida,2013.0,75-84 years,Black or African American,female,103,54291.0
Lung and Bronchus,Florida,2013.0,75-84 years,White,female,1895,565591.0
Lung and Bronchus,Florida,2013.0,85+ years,Black or African American,female,42,21502.0
Lung and Bronchus,Florida,2013.0,85+ years,White,female,777,285516.0
Lung and Bronchus,Florida,2014.0,35-44 years,White,female,41,891153.0
Lung and Bronchus,Florida,2014.0,45-54 years,Black or African American,female,63,218112.0
Lung and Bronchus,Florida,2014.0,45-54 years,White,female,464,1074179.0
Lung and Bronchus,Florida,2014.0,55-64 years,Black or African American,female,157,183992.0
Lung and Bronchus,Florida,2014.0,55-64 years,White,female,1402,1096759.0
Lung and Bronchus,Florida,2014.0,65-74 years,Black or African American,female,145,107617.0
Lung and Bronchus,Florida,2014.0,65-74 years,White,female,2468,958129.0
Lung and Bronchus,Florida,2014.0,75-84 years,Black or African American,female,129,55035.0
Lung and Bronchus,Florida,2014.0,75-84 years,White,female,1976,572704.0
Lung and Bronchus,Florida,2014.0,85+ years,Black or African American,female,45,24728.0
Lung and Bronchus,Florida,2014.0,85+ years,White,female,764,297366.0
Lung and Bronchus,Florida,2015.0,35-44 years,White,female,32,891671.0
Lung and Bronchus,Florida,2015.0,45-54 years,Black or African American,female,43,217803.0
Lung and Bronchus,Florida,2015.0,45-54 years,White,female,457,1073444.0
Lung and Bronchus,Florida,2015.0,55-64 years,Black or African American,female,164,191004.0
Lung and Bronchus,Florida,2015.0,55-64 years,White,female,1410,1125826.0
Lung and Bronchus,Florida,2015.0,65-74 years,Black or African American,female,182,115791.0
Lung and Bronchus,Florida,2015.0,65-74 years,White,female,2532,1002937.0
Lung and Bronchus,Florida,2015.0,75-84 years,Black or African American,female,124,60628.0
Lung and Bronchus,Florida,2015.0,75-84 years,White,female,1974,586017.0
Lung and Bronchus,Florida,2015.0,85+ years,Black or African American,female,43,23414.0
Lung and Bronchus,Florida,2015.0,85+ years,White,female,752,303079.0
Lung and Bronchus,Florida,2016.0,35-44 years,White,female,34,892495.0
Lung and Bronchus,Florida,2016.0,45-54 years,Black or African American,female,48,220489.0
Lung and Bronchus,Florida,2016.0,45-54 years,White,female,436,1070313.0
Lung and Bronchus,Florida,2016.0,55-64 years,Black or African American,female,181,197849.0
Lung and Bronchus,Florida,2016.0,55-64 years,White,female,1476,1151937.0
Lung and Bronchus,Florida,2016.0,65-74 years,Asian or Pacific Islander,female,22,29256.0
Lung and Bronchus,Florida,2016.0,65-74 years,Black or African American,female,161,121729.0
Lung and Bronchus,Florida,2016.0,65-74 years,White,female,2561,1041070.0
Lung and Bronchus,Florida,2016.0,75-84 years,Black or African American,female,109,59026.0
Lung and Bronchus,Florida,2016.0,75-84 years,White,female,1923,607770.0
Lung and Bronchus,Florida,2016.0,85+ years,Black or African American,female,41,26454.0
Lung and Bronchus,Florida,2016.0,85+ years,White,female,740,304888.0
Lung and Bronchus,Georgia,2012.0,35-44 years,White,female,18,409937.0
Lung and Bronchus,Georgia,2012.0,45-54 years,Black or African American,female,89,224866.0
Lung and Bronchus,Georgia,2012.0,45-54 years,White,female,222,439374.0
Lung and Bronchus,Georgia,2012.0,55-64 years,Black or African American,female,192,173499.0
Lung and Bronchus,Georgia,2012.0,55-64 years,White,female,529,393963.0
Lung and Bronchus,Georgia,2012.0,65-74 years,Black or African American,female,197,85200.0
Lung and Bronchus,Georgia,2012.0,65-74 years,White,female,775,269651.0
Lung and Bronchus,Georgia,2012.0,75-84 years,Black or African American,female,102,44141.0
Lung and Bronchus,Georgia,2012.0,75-84 years,White,female,550,149160.0
Lung and Bronchus,Georgia,2012.0,85+ years,Black or African American,female,40,17362.0
Lung and Bronchus,Georgia,2012.0,85+ years,White,female,171,64559.0
Lung and Bronchus,Georgia,2013.0,35-44 years,White,female,18,404523.0
Lung and Bronchus,Georgia,2013.0,45-54 years,Black or African American,female,80,228159.0
Lung and Bronchus,Georgia,2013.0,45-54 years,White,female,217,434716.0
Lung and Bronchus,Georgia,2013.0,55-64 years,Black or African American,female,148,181638.0
Lung and Bronchus,Georgia,2013.0,55-64 years,White,female,463,397886.0
Lung and Bronchus,Georgia,2013.0,65-74 years,Black or African American,female,195,94849.0
Lung and Bronchus,Georgia,2013.0,65-74 years,White,female,790,284835.0
Lung and Bronchus,Georgia,2013.0,75-84 years,Black or African American,female,108,43750.0
Lung and Bronchus,Georgia,2013.0,75-84 years,White,female,575,151470.0
Lung and Bronchus,Georgia,2013.0,85+ years,Black or African American,female,38,17985.0
Lung and Bronchus,Georgia,2013.0,85+ years,White,female,170,63809.0
Lung and Bronchus,Georgia,2014.0,45-54 years,Black or African American,female,71,228642.0
Lung and Bronchus,Georgia,2014.0,45-54 years,White,female,193,432726.0
Lung and Bronchus,Georgia,2014.0,55-64 years,Black or African American,female,167,186036.0
Lung and Bronchus,Georgia,2014.0,55-64 years,White,female,495,404111.0
Lung and Bronchus,Georgia,2014.0,65-74 years,Black or African American,female,198,102031.0
Lung and Bronchus,Georgia,2014.0,65-74 years,White,female,800,295290.0
Lung and Bronchus,Georgia,2014.0,75-84 years,Black or African American,female,119,47061.0
Lung and Bronchus,Georgia,2014.0,75-84 years,White,female,572,154274.0
Lung and Bronchus,Georgia,2014.0,85+ years,Black or African American,female,40,19819.0
Lung and Bronchus,Georgia,2014.0,85+ years,White,female,200,66406.0
Lung and Bronchus,Georgia,2015.0,45-54 years,Black or African American,female,67,231391.0
Lung and Bronchus,Georgia,2015.0,45-54 years,White,female,181,429431.0
Lung and Bronchus,Georgia,2015.0,55-64 years,Black or African American,female,188,194447.0
Lung and Bronchus,Georgia,2015.0,55-64 years,White,female,497,408964.0
Lung and Bronchus,Georgia,2015.0,65-74 years,Black or African American,female,202,109235.0
Lung and Bronchus,Georgia,2015.0,65-74 years,White,female,832,310482.0
Lung and Bronchus,Georgia,2015.0,75-84 years,Black or African American,female,114,45380.0
Lung and Bronchus,Georgia,2015.0,75-84 years,White,female,590,158450.0
Lung and Bronchus,Georgia,2015.0,85+ years,Black or African American,female,30,21724.0
Lung and Bronchus,Georgia,2015.0,85+ years,White,female,173,66109.0
Lung and Bronchus,Georgia,2016.0,35-44 years,White,female,16,384347.0
Lung and Bronchus,Georgia,2016.0,45-54 years,Black or African American,female,56,232203.0
Lung and Bronchus,Georgia,2016.0,45-54 years,White,female,159,427524.0
Lung and Bronchus,Georgia,2016.0,55-64 years,Black or African American,female,177,196768.0
Lung and Bronchus,Georgia,2016.0,55-64 years,White,female,536,415390.0
Lung and Bronchus,Georgia,2016.0,65-74 years,Black or African American,female,219,121718.0
Lung and Bronchus,Georgia,2016.0,65-74 years,White,female,841,318633.0
Lung and Bronchus,Georgia,2016.0,75-84 years,Black or African American,female,143,50771.0
Lung and Bronchus,Georgia,2016.0,75-84 years,White,female,575,161215.0
Lung and Bronchus,Georgia,2016.0,85+ years,Black or African American,female,39,17854.0
Lung and Bronchus,Georgia,2016.0,85+ years,White,female,205,68293.0
