Leading Cancer Sites,States,Year,Age Groups,Race,Gender,Count
Colon and Rectum,Indiana,2015.0,85+ years,White,female,210.0
Colon and Rectum,Indiana,2016.0,35-44 years,White,female,59.0
Colon and Rectum,Indiana,2016.0,45-54 years,Black or African American,female,18.0
Colon and Rectum,Indiana,2016.0,45-54 years,White,female,177.0
Colon and Rectum,Indiana,2016.0,55-64 years,Black or African American,female,37.0
Colon and Rectum,Indiana,2016.0,55-64 years,White,female,282.0
Colon and Rectum,Indiana,2016.0,65-74 years,Black or African American,female,18.0
Colon and Rectum,Indiana,2016.0,65-74 years,White,female,349.0
Colon and Rectum,Indiana,2016.0,75-84 years,Black or African American,female,17.0
Colon and Rectum,Indiana,2016.0,75-84 years,White,female,318.0
Colon and Rectum,Indiana,2016.0,85+ years,White,female,218.0
Colon and Rectum,Iowa,2012.0,35-44 years,White,female,20.0
Colon and Rectum,Iowa,2012.0,45-54 years,White,female,78.0
Colon and Rectum,Iowa,2012.0,55-64 years,White,female,111.0
Colon and Rectum,Iowa,2012.0,65-74 years,White,female,162.0
Colon and Rectum,Iowa,2012.0,75-84 years,White,female,267.0
Colon and Rectum,Iowa,2012.0,85+ years,White,female,152.0
Colon and Rectum,Iowa,2013.0,45-54 years,White,female,88.0
Colon and Rectum,Iowa,2013.0,55-64 years,White,female,111.0
Colon and Rectum,Iowa,2013.0,65-74 years,White,female,158.0
Colon and Rectum,Iowa,2013.0,75-84 years,White,female,228.0
Colon and Rectum,Iowa,2013.0,85+ years,White,female,150.0
Colon and Rectum,Iowa,2014.0,35-44 years,White,female,20.0
Colon and Rectum,Iowa,2014.0,45-54 years,White,female,97.0
Colon and Rectum,Iowa,2014.0,55-64 years,White,female,140.0
Colon and Rectum,Iowa,2014.0,65-74 years,White,female,177.0
Colon and Rectum,Iowa,2014.0,75-84 years,White,female,244.0
Colon and Rectum,Iowa,2014.0,85+ years,White,female,152.0
Colon and Rectum,Iowa,2015.0,45-54 years,White,female,81.0
Colon and Rectum,Iowa,2015.0,55-64 years,White,female,132.0
Colon and Rectum,Iowa,2015.0,65-74 years,White,female,138.0
Colon and Rectum,Iowa,2015.0,75-84 years,White,female,220.0
Colon and Rectum,Iowa,2015.0,85+ years,White,female,165.0
Colon and Rectum,Iowa,2016.0,45-54 years,White,female,75.0
Colon and Rectum,Iowa,2016.0,55-64 years,White,female,117.0
Colon and Rectum,Iowa,2016.0,65-74 years,White,female,156.0
Colon and Rectum,Iowa,2016.0,75-84 years,White,female,213.0
Colon and Rectum,Iowa,2016.0,85+ years,White,female,143.0
Colon and Rectum,Kansas,2012.0,45-54 years,White,female,80.0
Colon and Rectum,Kansas,2012.0,55-64 years,White,female,106.0
Colon and Rectum,Kansas,2012.0,65-74 years,White,female,141.0
Colon and Rectum,Kansas,2012.0,75-84 years,White,female,137.0
Colon and Rectum,Kansas,2012.0,85+ years,White,female,98.0
Colon and Rectum,Kansas,2013.0,35-44 years,White,female,16.0
Colon and Rectum,Kansas,2013.0,45-54 years,White,female,49.0
Colon and Rectum,Kansas,2013.0,55-64 years,White,female,116.0
Colon and Rectum,Kansas,2013.0,65-74 years,White,female,124.0
Colon and Rectum,Kansas,2013.0,75-84 years,White,female,145.0
Colon and Rectum,Kansas,2013.0,85+ years,White,female,92.0
Colon and Rectum,Kansas,2014.0,45-54 years,White,female,71.0
Colon and Rectum,Kansas,2014.0,55-64 years,White,female,91.0
Colon and Rectum,Kansas,2014.0,65-74 years,White,female,127.0
Colon and Rectum,Kansas,2014.0,75-84 years,White,female,161.0
Colon and Rectum,Kansas,2014.0,85+ years,White,female,106.0
Colon and Rectum,Kansas,2015.0,45-54 years,White,female,39.0
Colon and Rectum,Kansas,2015.0,55-64 years,White,female,101.0
Colon and Rectum,Kansas,2015.0,65-74 years,White,female,127.0
Colon and Rectum,Kansas,2015.0,75-84 years,White,female,145.0
Colon and Rectum,Kansas,2015.0,85+ years,White,female,83.0
Colon and Rectum,Kansas,2016.0,45-54 years,White,female,75.0
Colon and Rectum,Kansas,2016.0,55-64 years,White,female,112.0
Colon and Rectum,Kansas,2016.0,65-74 years,White,female,133.0
Colon and Rectum,Kansas,2016.0,75-84 years,White,female,144.0
Colon and Rectum,Kansas,2016.0,85+ years,White,female,75.0
Colon and Rectum,Kentucky,2012.0,35-44 years,White,female,44.0
Colon and Rectum,Kentucky,2012.0,45-54 years,White,female,129.0
Colon and Rectum,Kentucky,2012.0,55-64 years,White,female,203.0
Colon and Rectum,Kentucky,2012.0,65-74 years,White,female,276.0
Colon and Rectum,Kentucky,2012.0,75-84 years,White,female,259.0
Colon and Rectum,Kentucky,2012.0,85+ years,White,female,145.0
Colon and Rectum,Kentucky,2013.0,35-44 years,White,female,47.0
Colon and Rectum,Kentucky,2013.0,45-54 years,White,female,143.0
Colon and Rectum,Kentucky,2013.0,55-64 years,White,female,221.0
Colon and Rectum,Kentucky,2013.0,65-74 years,White,female,254.0
Colon and Rectum,Kentucky,2013.0,75-84 years,White,female,245.0
Colon and Rectum,Kentucky,2013.0,85+ years,White,female,149.0
Colon and Rectum,Kentucky,2014.0,35-44 years,White,female,54.0
Colon and Rectum,Kentucky,2014.0,45-54 years,White,female,141.0
Colon and Rectum,Kentucky,2014.0,55-64 years,Black or African American,female,17.0
Colon and Rectum,Kentucky,2014.0,55-64 years,White,female,250.0
Colon and Rectum,Kentucky,2014.0,65-74 years,White,female,266.0
Colon and Rectum,Kentucky,2014.0,75-84 years,White,female,215.0
Colon and Rectum,Kentucky,2014.0,85+ years,White,female,120.0
Colon and Rectum,Kentucky,2015.0,30-34 years,White,female,16.0
Colon and Rectum,Kentucky,2015.0,35-44 years,White,female,50.0
Colon and Rectum,Kentucky,2015.0,45-54 years,White,female,154.0
Colon and Rectum,Kentucky,2015.0,55-64 years,White,female,230.0
Colon and Rectum,Kentucky,2015.0,65-74 years,White,female,291.0
Colon and Rectum,Kentucky,2015.0,75-84 years,White,female,253.0
Colon and Rectum,Kentucky,2015.0,85+ years,White,female,128.0
Colon and Rectum,Kentucky,2016.0,30-34 years,White,female,21.0
Colon and Rectum,Kentucky,2016.0,35-44 years,White,female,35.0
Colon and Rectum,Kentucky,2016.0,45-54 years,White,female,147.0
Colon and Rectum,Kentucky,2016.0,55-64 years,White,female,234.0
Colon and Rectum,Kentucky,2016.0,65-74 years,White,female,282.0
Colon and Rectum,Kentucky,2016.0,75-84 years,White,female,205.0
Colon and Rectum,Kentucky,2016.0,85+ years,White,female,139.0
Colon and Rectum,Louisiana,2012.0,35-44 years,Black or African American,female,16.0
Colon and Rectum,Louisiana,2012.0,35-44 years,White,female,19.0
Colon and Rectum,Louisiana,2012.0,45-54 years,Black or African American,female,67.0
Colon and Rectum,Louisiana,2012.0,45-54 years,White,female,106.0
Colon and Rectum,Louisiana,2012.0,55-64 years,Black or African American,female,87.0
Colon and Rectum,Louisiana,2012.0,55-64 years,White,female,142.0
Colon and Rectum,Louisiana,2012.0,65-74 years,Black or African American,female,84.0
Colon and Rectum,Louisiana,2012.0,65-74 years,White,female,183.0
Colon and Rectum,Louisiana,2012.0,75-84 years,Black or African American,female,73.0
Colon and Rectum,Louisiana,2012.0,75-84 years,White,female,171.0
Colon and Rectum,Louisiana,2012.0,85+ years,Black or African American,female,25.0
Colon and Rectum,Louisiana,2012.0,85+ years,White,female,89.0
Colon and Rectum,Louisiana,2013.0,35-44 years,White,female,22.0
Colon and Rectum,Louisiana,2013.0,45-54 years,Black or African American,female,74.0
Colon and Rectum,Louisiana,2013.0,45-54 years,White,female,100.0
Colon and Rectum,Louisiana,2013.0,55-64 years,Black or African American,female,88.0
Colon and Rectum,Louisiana,2013.0,55-64 years,White,female,138.0
Colon and Rectum,Louisiana,2013.0,65-74 years,Black or African American,female,102.0
Colon and Rectum,Louisiana,2013.0,65-74 years,White,female,170.0
Colon and Rectum,Louisiana,2013.0,75-84 years,Black or African American,female,57.0
Colon and Rectum,Louisiana,2013.0,75-84 years,White,female,145.0
Colon and Rectum,Louisiana,2013.0,85+ years,Black or African American,female,25.0
Colon and Rectum,Louisiana,2013.0,85+ years,White,female,72.0
Colon and Rectum,Louisiana,2014.0,35-44 years,White,female,33.0
Colon and Rectum,Louisiana,2014.0,45-54 years,Black or African American,female,83.0
Colon and Rectum,Louisiana,2014.0,45-54 years,White,female,87.0
Colon and Rectum,Louisiana,2014.0,55-64 years,Black or African American,female,108.0
Colon and Rectum,Louisiana,2014.0,55-64 years,White,female,164.0
Colon and Rectum,Louisiana,2014.0,65-74 years,Black or African American,female,107.0
Colon and Rectum,Louisiana,2014.0,65-74 years,White,female,177.0
Colon and Rectum,Louisiana,2014.0,75-84 years,Black or African American,female,45.0
Colon and Rectum,Louisiana,2014.0,75-84 years,White,female,149.0
Colon and Rectum,Louisiana,2014.0,85+ years,White,female,74.0
Colon and Rectum,Louisiana,2015.0,35-44 years,White,female,40.0
Colon and Rectum,Louisiana,2015.0,45-54 years,Black or African American,female,57.0
Colon and Rectum,Louisiana,2015.0,45-54 years,White,female,91.0
Colon and Rectum,Louisiana,2015.0,55-64 years,Black or African American,female,104.0
Colon and Rectum,Louisiana,2015.0,55-64 years,White,female,135.0
Colon and Rectum,Louisiana,2015.0,65-74 years,Black or African American,female,96.0
Colon and Rectum,Louisiana,2015.0,65-74 years,White,female,175.0
Colon and Rectum,Louisiana,2015.0,75-84 years,Black or African American,female,62.0
Colon and Rectum,Louisiana,2015.0,75-84 years,White,female,139.0
Colon and Rectum,Louisiana,2015.0,85+ years,Black or African American,female,16.0
Colon and Rectum,Louisiana,2015.0,85+ years,White,female,83.0
Colon and Rectum,Louisiana,2016.0,35-44 years,White,female,18.0
Colon and Rectum,Louisiana,2016.0,45-54 years,Black or African American,female,79.0
Colon and Rectum,Louisiana,2016.0,45-54 years,White,female,104.0
Colon and Rectum,Louisiana,2016.0,55-64 years,Black or African American,female,113.0
Colon and Rectum,Louisiana,2016.0,55-64 years,White,female,161.0
Colon and Rectum,Louisiana,2016.0,65-74 years,Black or African American,female,75.0
Colon and Rectum,Louisiana,2016.0,65-74 years,White,female,204.0
Colon and Rectum,Louisiana,2016.0,75-84 years,Black or African American,female,54.0
Colon and Rectum,Louisiana,2016.0,75-84 years,White,female,128.0
Colon and Rectum,Louisiana,2016.0,85+ years,Black or African American,female,31.0
Colon and Rectum,Louisiana,2016.0,85+ years,White,female,91.0
Colon and Rectum,Maine,2012.0,45-54 years,White,female,41.0
Colon and Rectum,Maine,2012.0,55-64 years,White,female,48.0
Colon and Rectum,Maine,2012.0,65-74 years,White,female,71.0
Colon and Rectum,Maine,2012.0,75-84 years,White,female,86.0
Colon and Rectum,Maine,2012.0,85+ years,White,female,53.0
Colon and Rectum,Maine,2013.0,45-54 years,White,female,21.0
Colon and Rectum,Maine,2013.0,55-64 years,White,female,57.0
Colon and Rectum,Maine,2013.0,65-74 years,White,female,86.0
Colon and Rectum,Maine,2013.0,75-84 years,White,female,75.0
Colon and Rectum,Maine,2013.0,85+ years,White,female,61.0
Colon and Rectum,Maine,2014.0,45-54 years,White,female,26.0
Colon and Rectum,Maine,2014.0,55-64 years,White,female,68.0
Colon and Rectum,Maine,2014.0,65-74 years,White,female,91.0
Colon and Rectum,Maine,2014.0,75-84 years,White,female,70.0
Colon and Rectum,Maine,2014.0,85+ years,White,female,51.0
Colon and Rectum,Maine,2015.0,45-54 years,White,female,54.0
Colon and Rectum,Maine,2015.0,55-64 years,White,female,52.0
Colon and Rectum,Maine,2015.0,65-74 years,White,female,86.0
Colon and Rectum,Maine,2015.0,75-84 years,White,female,72.0
Colon and Rectum,Maine,2015.0,85+ years,White,female,44.0
Colon and Rectum,Maine,2016.0,45-54 years,White,female,46.0
Colon and Rectum,Maine,2016.0,55-64 years,White,female,55.0
Colon and Rectum,Maine,2016.0,65-74 years,White,female,64.0
Colon and Rectum,Maine,2016.0,75-84 years,White,female,84.0
Colon and Rectum,Maine,2016.0,85+ years,White,female,67.0
Colon and Rectum,Maryland,2012.0,35-44 years,White,female,21.0
Colon and Rectum,Maryland,2012.0,45-54 years,Black or African American,female,65.0
Colon and Rectum,Maryland,2012.0,45-54 years,White,female,86.0
Colon and Rectum,Maryland,2012.0,55-64 years,Black or African American,female,92.0
Colon and Rectum,Maryland,2012.0,55-64 years,White,female,137.0
Colon and Rectum,Maryland,2012.0,65-74 years,Black or African American,female,58.0
Colon and Rectum,Maryland,2012.0,65-74 years,White,female,195.0
Colon and Rectum,Maryland,2012.0,75-84 years,Black or African American,female,68.0
Colon and Rectum,Maryland,2012.0,75-84 years,White,female,181.0
Colon and Rectum,Maryland,2012.0,85+ years,Black or African American,female,28.0
Colon and Rectum,Maryland,2012.0,85+ years,White,female,118.0
Colon and Rectum,Maryland,2013.0,35-44 years,White,female,22.0
Colon and Rectum,Maryland,2013.0,45-54 years,Black or African American,female,74.0
Colon and Rectum,Maryland,2013.0,45-54 years,White,female,116.0
Colon and Rectum,Maryland,2013.0,55-64 years,Black or African American,female,81.0
Colon and Rectum,Maryland,2013.0,55-64 years,White,female,148.0
Colon and Rectum,Maryland,2013.0,65-74 years,Black or African American,female,77.0
Colon and Rectum,Maryland,2013.0,65-74 years,White,female,168.0
Colon and Rectum,Maryland,2013.0,75-84 years,Black or African American,female,66.0
Colon and Rectum,Maryland,2013.0,75-84 years,White,female,186.0
Colon and Rectum,Maryland,2013.0,85+ years,Black or African American,female,27.0
Colon and Rectum,Maryland,2013.0,85+ years,White,female,127.0
Colon and Rectum,Maryland,2014.0,35-44 years,Black or African American,female,22.0
Colon and Rectum,Maryland,2014.0,45-54 years,Black or African American,female,76.0
Colon and Rectum,Maryland,2014.0,45-54 years,White,female,110.0
Colon and Rectum,Maryland,2014.0,55-64 years,Black or African American,female,101.0
Colon and Rectum,Maryland,2014.0,55-64 years,White,female,125.0
Colon and Rectum,Maryland,2014.0,65-74 years,Black or African American,female,91.0
Colon and Rectum,Maryland,2014.0,65-74 years,White,female,166.0
Colon and Rectum,Maryland,2014.0,75-84 years,Black or African American,female,61.0
Colon and Rectum,Maryland,2014.0,75-84 years,White,female,191.0
Colon and Rectum,Maryland,2014.0,85+ years,Black or African American,female,32.0
Colon and Rectum,Maryland,2014.0,85+ years,White,female,142.0
Colon and Rectum,Maryland,2015.0,35-44 years,White,female,20.0
Colon and Rectum,Maryland,2015.0,45-54 years,Black or African American,female,76.0
Colon and Rectum,Maryland,2015.0,45-54 years,White,female,97.0
Colon and Rectum,Maryland,2015.0,55-64 years,Black or African American,female,87.0
Colon and Rectum,Maryland,2015.0,55-64 years,White,female,154.0
Colon and Rectum,Maryland,2015.0,65-74 years,Black or African American,female,90.0
Colon and Rectum,Maryland,2015.0,65-74 years,White,female,183.0
Colon and Rectum,Maryland,2015.0,75-84 years,Black or African American,female,55.0
Colon and Rectum,Maryland,2015.0,75-84 years,White,female,184.0
Colon and Rectum,Maryland,2015.0,85+ years,Black or African American,female,31.0
Colon and Rectum,Maryland,2015.0,85+ years,White,female,129.0
Colon and Rectum,Maryland,2016.0,35-44 years,White,female,41.0
Colon and Rectum,Maryland,2016.0,45-54 years,Black or African American,female,60.0
Colon and Rectum,Maryland,2016.0,45-54 years,White,female,101.0
Colon and Rectum,Maryland,2016.0,55-64 years,Black or African American,female,76.0
Colon and Rectum,Maryland,2016.0,55-64 years,White,female,150.0
Colon and Rectum,Maryland,2016.0,65-74 years,Black or African American,female,84.0
Colon and Rectum,Maryland,2016.0,65-74 years,White,female,193.0
Colon and Rectum,Maryland,2016.0,75-84 years,Black or African American,female,63.0
Colon and Rectum,Maryland,2016.0,75-84 years,White,female,194.0
Colon and Rectum,Maryland,2016.0,85+ years,Black or African American,female,33.0
Colon and Rectum,Maryland,2016.0,85+ years,White,female,124.0
Colon and Rectum,Massachusetts,2012.0,35-44 years,White,female,52.0
Colon and Rectum,Massachusetts,2012.0,45-54 years,White,female,151.0
Colon and Rectum,Massachusetts,2012.0,55-64 years,White,female,205.0
Colon and Rectum,Massachusetts,2012.0,65-74 years,White,female,258.0
Colon and Rectum,Massachusetts,2012.0,75-84 years,White,female,352.0
Colon and Rectum,Massachusetts,2012.0,85+ years,White,female,266.0
Colon and Rectum,Massachusetts,2013.0,35-44 years,White,female,69.0
Colon and Rectum,Massachusetts,2013.0,45-54 years,Black or African American,female,17.0
Colon and Rectum,Massachusetts,2013.0,45-54 years,White,female,187.0
Colon and Rectum,Massachusetts,2013.0,55-64 years,White,female,202.0
Colon and Rectum,Massachusetts,2013.0,65-74 years,White,female,258.0
Colon and Rectum,Massachusetts,2013.0,75-84 years,White,female,315.0
Colon and Rectum,Massachusetts,2013.0,85+ years,White,female,265.0
